Product,Pass-Through Rate,15 Day Price,30 Day Price,45 Day Price,60 Day Price
5/6m SOFR ARM Plan 4927,4.5,95.1972,95.1119,95.0229,94.9187
5/6m SOFR ARM Plan 4927,4.375,94.7393,94.6541,94.5651,94.4609
5/6m SOFR ARM Plan 4927,4.25,94.3097,94.2244,94.1354,94.0312
5/6m SOFR ARM Plan 4927,4.125,N/A,N/A,N/A,N/A
5/6m SOFR ARM Plan 4927,4,N/A,N/A,N/A,N/A
5/6m SOFR ARM Plan 4927,3.875,N/A,N/A,N/A,N/A
5/6m SOFR ARM Plan 4927,3.75,N/A,N/A,N/A,N/A
5/6m SOFR ARM Plan 4927,3.625,N/A,N/A,N/A,N/A
5/6m SOFR ARM Plan 4927,3.5,N/A,N/A,N/A,N/A
3/6m SOFR ARM Plan 4926,3.375,N/A,N/A,N/A,N/A
3/6m SOFR ARM Plan 4926,3.25,N/A,N/A,N/A,N/A
3/6m SOFR ARM Plan 4926,3.125,N/A,N/A,N/A,N/A
3/6m SOFR ARM Plan 4926,3,N/A,N/A,N/A,N/A
3/6m SOFR ARM Plan 4926,2.875,N/A,N/A,N/A,N/A
3/6m SOFR ARM Plan 4926,2.75,N/A,N/A,N/A,N/A
3/6m SOFR ARM Plan 4926,2.625,N/A,N/A,N/A,N/A
3/6m SOFR ARM Plan 4926,2.5,N/A,N/A,N/A,N/A
10/6m SOFR ARM Plan 4929,7.875,N/A,N/A,N/A,N/A
10/6m SOFR ARM Plan 4929,7.75,99.9878,99.9026,99.8135,99.7094
10/6m SOFR ARM Plan 4929,7.625,99.9456,99.8604,99.7714,99.6672
10/6m SOFR ARM Plan 4929,7.5,99.9378,99.8526,99.7635,99.6594
10/6m SOFR ARM Plan 4929,7.375,99.9347,99.8494,99.7604,99.6562
10/6m SOFR ARM Plan 4929,7.25,99.9347,99.8494,99.7604,99.6562
10/6m SOFR ARM Plan 4929,7.125,99.8737,99.7885,99.6995,99.5953
10/6m SOFR ARM Plan 4929,7,99.7722,99.6869,99.5979,99.4937
10/6m SOFR ARM Plan 4929,6.875,99.6753,99.5901,99.501,99.3969
10/6m SOFR ARM Plan 4929,6.75,99.5815,99.4963,99.4073,99.3031
10/6m SOFR ARM Plan 4929,6.625,99.4503,99.3651,99.276,99.1719
10/6m SOFR ARM Plan 4929,6.5,99.294,99.2088,99.1198,99.0156
10/6m SOFR ARM Plan 4929,6.375,99.0581,98.9729,98.8839,98.7797
10/6m SOFR ARM Plan 4929,6.25,98.769,98.6838,98.5948,98.4906
10/6m SOFR ARM Plan 4929,6.125,98.48,98.3947,98.3057,98.2016
10/6m SOFR ARM Plan 4929,6,98.1909,98.1057,98.0167,97.9125
10/6m SOFR ARM Plan 4929,5.875,97.855,97.7697,97.6807,97.5766
10/6m SOFR ARM Plan 4929,5.75,97.4878,97.4026,97.3135,97.2094
10/6m SOFR ARM Plan 4929,5.625,97.0831,96.9979,96.9089,96.8047
10/6m SOFR ARM Plan 4929,5.5,96.6534,96.5682,96.4792,96.375
10/6m SOFR ARM Plan 4929,5.375,96.055,95.9697,95.8807,95.7766
10/6m SOFR ARM Plan 4929,5.25,95.344,95.2588,95.1698,95.0656
10/6m SOFR ARM Plan 4929,5.125,94.7268,94.6416,94.5526,94.4484
10/6m SOFR ARM Plan 4929,5,94.1722,94.0869,N/A,N/A
10/6m SOFR ARM Plan 4929,4.875,N/A,N/A,N/A,N/A
10/6m SOFR ARM Plan 4929,4.75,N/A,N/A,N/A,N/A
10/6m SOFR ARM Plan 4929,4.625,N/A,N/A,N/A,N/A
10/6m SOFR ARM Plan 4929,4.5,N/A,N/A,N/A,N/A
10/6m SOFR ARM Plan 4929,4.375,N/A,N/A,N/A,N/A
10/6m SOFR ARM Plan 4929,4.25,N/A,N/A,N/A,N/A
10/6m SOFR ARM Plan 4929,4.125,N/A,N/A,N/A,N/A
10/6m SOFR ARM Plan 4929,4,N/A,N/A,N/A,N/A
10/6m SOFR ARM Plan 4929,3.875,N/A,N/A,N/A,N/A
10/6m SOFR ARM Plan 4929,3.75,N/A,N/A,N/A,N/A
10/6m SOFR ARM Plan 4929,3.625,N/A,N/A,N/A,N/A
10/6m SOFR ARM Plan 4929,3.5,N/A,N/A,N/A,N/A
